"","experiment","trial","agent","phase","slide","distribution","target1","target2","target3","item_l","item_m","item_r","correctItem","pick","pickPos","pickCat","correct_item","correct_target1","correct_target2","correct_target3","lastInputCat","same_lastInput","workerid"
"767","distribution",2,"Bunny","training","4","c(2, 2, 2)","fruits","mammals","furniture","bear","strawberry","lamp","bear","bear","item_l","mammals",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"768","distribution",2,"Bunny","training","5","c(2, 2, 2)","fruits","mammals","furniture","stool","pineapple","dog","dog","dog","item_r","mammals",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"769","distribution",2,"Bunny","training","6","c(2, 2, 2)","fruits","mammals","furniture","table","horse","grapes","table","table","item_l","furniture",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"770","distribution",2,"Bunny","test","choice","c(2, 2, 2)","fruits","mammals","furniture","cow","melon","sofa",NA,"sofa","item_r","furniture",NA,0,0,1,"furniture",1,"5b84b7823fd9e7d230f9e923d573b4fb"
"771","distribution",3,"Frog","training","1","c(2, 2, 2)","mammals","furniture","instruments","monkey","xylophone","sofa","xylophone","xylophone","item_m","instruments",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"772","distribution",3,"Frog","training","2","c(2, 2, 2)","mammals","furniture","instruments","piano","bear","chair","bear","bear","item_m","mammals",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"773","distribution",3,"Frog","training","3","c(2, 2, 2)","mammals","furniture","instruments","flute","table","horse","table","table","item_m","furniture",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"774","distribution",3,"Frog","training","4","c(2, 2, 2)","mammals","furniture","instruments","guitar","dog","drawer","dog","dog","item_m","mammals",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"775","distribution",3,"Frog","training","5","c(2, 2, 2)","mammals","furniture","instruments","drum","cow","stool","drum","drum","item_l","instruments",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"776","distribution",3,"Frog","training","6","c(2, 2, 2)","mammals","furniture","instruments","bed","trumpet","cat","bed","bed","item_l","furniture",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"777","distribution",3,"Frog","test","choice","c(2, 2, 2)","mammals","furniture","instruments","violin","elephant","lamp",NA,"lamp","item_r","furniture",NA,0,1,0,"furniture",1,"5b84b7823fd9e7d230f9e923d573b4fb"
"778","distribution",4,"Beaver","training","1","c(6, 0, 0)","furniture","instruments","clothes","skirt","table","guitar","table","table","item_m","furniture",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"779","distribution",4,"Beaver","training","2","c(6, 0, 0)","furniture","instruments","clothes","shoes","bed","trumpet","bed","bed","item_m","furniture",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"780","distribution",4,"Beaver","training","3","c(6, 0, 0)","furniture","instruments","clothes","sofa","piano","dress","sofa","sofa","item_l","furniture",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"781","distribution",4,"Beaver","training","4","c(6, 0, 0)","furniture","instruments","clothes","xylophone","chair","pants","chair","chair","item_m","furniture",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"782","distribution",4,"Beaver","training","5","c(6, 0, 0)","furniture","instruments","clothes","violin","lamp","jacket","lamp","lamp","item_m","furniture",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"783","distribution",4,"Beaver","training","6","c(6, 0, 0)","furniture","instruments","clothes","shirt","stool","flute","stool","stool","item_m","furniture",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"784","distribution",4,"Beaver","test","choice","c(6, 0, 0)","furniture","instruments","clothes","socks","drawer","drum",NA,"drawer","item_m","furniture",NA,1,0,0,"furniture",1,"5b84b7823fd9e7d230f9e923d573b4fb"
"785","distribution",5,"Mouse","training","1","c(4, 2, 0)","instruments","clothes","vehicles","piano","motorbike","jacket","piano","piano","item_l","instruments",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"786","distribution",5,"Mouse","training","2","c(4, 2, 0)","instruments","clothes","vehicles","airplane","socks","trumpet","socks","socks","item_m","clothes",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"787","distribution",5,"Mouse","training","3","c(4, 2, 0)","instruments","clothes","vehicles","train","skirt","xylophone","xylophone","xylophone","item_r","instruments",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"788","distribution",5,"Mouse","training","4","c(4, 2, 0)","instruments","clothes","vehicles","boat","guitar","dress","guitar","guitar","item_m","instruments",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"789","distribution",5,"Mouse","training","5","c(4, 2, 0)","instruments","clothes","vehicles","flute","shoes","truck","shoes","shoes","item_m","clothes",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"790","distribution",5,"Mouse","training","6","c(4, 2, 0)","instruments","clothes","vehicles","bus","shirt","violin","violin","violin","item_r","instruments",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"791","distribution",5,"Mouse","test","choice","c(4, 2, 0)","instruments","clothes","vehicles","pants","car","drum",NA,"drum","item_r","instruments",NA,1,0,0,"instruments",1,"5b84b7823fd9e7d230f9e923d573b4fb"
"792","distribution",6,"Monkey","training","1","c(4, 2, 0)","clothes","vehicles","fruits","airplane","melon","pants","airplane","airplane","item_l","vehicles",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"793","distribution",6,"Monkey","training","2","c(4, 2, 0)","clothes","vehicles","fruits","banana","train","skirt","skirt","skirt","item_r","clothes",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"794","distribution",6,"Monkey","training","3","c(4, 2, 0)","clothes","vehicles","fruits","dress","motorbike","strawberry","motorbike","motorbike","item_m","vehicles",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"795","distribution",6,"Monkey","training","4","c(4, 2, 0)","clothes","vehicles","fruits","socks","apple","car","socks","socks","item_l","clothes",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"796","distribution",6,"Monkey","training","5","c(4, 2, 0)","clothes","vehicles","fruits","orange","boat","shoes","shoes","shoes","item_r","clothes",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"797","distribution",6,"Monkey","training","6","c(4, 2, 0)","clothes","vehicles","fruits","bus","pineapple","jacket","jacket","jacket","item_r","clothes",1,NA,NA,NA,NA,NA,"5b84b7823fd9e7d230f9e923d573b4fb"
"798","distribution",6,"Monkey","test","choice","c(4, 2, 0)","clothes","vehicles","fruits","shirt","grapes","truck",NA,"shirt","item_l","clothes",NA,1,0,0,"clothes",1,"5b84b7823fd9e7d230f9e923d573b4fb"
"799","distribution",1,"Dog","training","1","c(2, 2, 2)","instruments","furniture","clothes","drum","sofa","skirt","sofa","sofa","item_m","furniture",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"800","distribution",1,"Dog","training","2","c(2, 2, 2)","instruments","furniture","clothes","socks","violin","stool","socks","stool","item_r","furniture",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"801","distribution",1,"Dog","training","3","c(2, 2, 2)","instruments","furniture","clothes","dress","guitar","drawer","dress","drawer","item_r","furniture",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"802","distribution",1,"Dog","training","4","c(2, 2, 2)","instruments","furniture","clothes","piano","jacket","bed","piano","bed","item_r","furniture",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"803","distribution",1,"Dog","training","5","c(2, 2, 2)","instruments","furniture","clothes","closet","pants","flute","closet","closet","item_l","furniture",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"804","distribution",1,"Dog","training","6","c(2, 2, 2)","instruments","furniture","clothes","shoes","table","xylophone","xylophone","table","item_m","furniture",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"805","distribution",1,"Dog","test","choice","c(2, 2, 2)","instruments","furniture","clothes","shirt","chair","trumpet",NA,"chair","item_m","furniture",NA,0,1,0,"furniture",1,"b07ad860259d7b63232a521d4b319ab0"
"806","distribution",2,"Sheep","training","1","c(6, 0, 0)","furniture","clothes","mammals","dress","monkey","drawer","drawer","drawer","item_r","furniture",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"807","distribution",2,"Sheep","training","2","c(6, 0, 0)","furniture","clothes","mammals","pants","closet","elephant","closet","closet","item_m","furniture",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"808","distribution",2,"Sheep","training","3","c(6, 0, 0)","furniture","clothes","mammals","dog","bed","shoes","bed","bed","item_m","furniture",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"809","distribution",2,"Sheep","training","4","c(6, 0, 0)","furniture","clothes","mammals","table","skirt","horse","table","table","item_l","furniture",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"810","distribution",2,"Sheep","training","5","c(6, 0, 0)","furniture","clothes","mammals","cat","jacket","lamp","lamp","lamp","item_r","furniture",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"811","distribution",2,"Sheep","training","6","c(6, 0, 0)","furniture","clothes","mammals","shirt","sofa","bear","sofa","sofa","item_m","furniture",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"812","distribution",2,"Sheep","test","choice","c(6, 0, 0)","furniture","clothes","mammals","socks","chair","cow",NA,"chair","item_m","furniture",NA,1,0,0,"furniture",1,"b07ad860259d7b63232a521d4b319ab0"
"813","distribution",3,"Monkey","training","1","c(2, 2, 2)","clothes","mammals","fruits","shirt","bear","orange","shirt","orange","item_r","fruits",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"814","distribution",3,"Monkey","training","2","c(2, 2, 2)","clothes","mammals","fruits","jacket","banana","monkey","banana","banana","item_m","fruits",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"815","distribution",3,"Monkey","training","3","c(2, 2, 2)","clothes","mammals","fruits","dog","pants","melon","dog","melon","item_r","fruits",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"816","distribution",3,"Monkey","training","4","c(2, 2, 2)","clothes","mammals","fruits","strawberry","elephant","shoes","shoes","strawberry","item_l","fruits",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"817","distribution",3,"Monkey","training","5","c(2, 2, 2)","clothes","mammals","fruits","horse","pineapple","dress","horse","pineapple","item_m","fruits",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"818","distribution",3,"Monkey","training","6","c(2, 2, 2)","clothes","mammals","fruits","socks","cat","grapes","grapes","grapes","item_r","fruits",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"819","distribution",3,"Monkey","test","choice","c(2, 2, 2)","clothes","mammals","fruits","cow","apple","skirt",NA,"apple","item_m","fruits",NA,0,0,1,"fruits",1,"b07ad860259d7b63232a521d4b319ab0"
"820","distribution",4,"Pig","training","1","c(6, 0, 0)","mammals","fruits","vehicles","elephant","boat","orange","elephant","orange","item_r","fruits",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"821","distribution",4,"Pig","training","2","c(6, 0, 0)","mammals","fruits","vehicles","strawberry","train","cow","cow","strawberry","item_l","fruits",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"822","distribution",4,"Pig","training","3","c(6, 0, 0)","mammals","fruits","vehicles","banana","horse","motorbike","horse","banana","item_l","fruits",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"823","distribution",4,"Pig","training","4","c(6, 0, 0)","mammals","fruits","vehicles","monkey","car","grapes","monkey","grapes","item_r","fruits",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"824","distribution",4,"Pig","training","5","c(6, 0, 0)","mammals","fruits","vehicles","melon","bus","bear","bear","melon","item_l","fruits",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"825","distribution",4,"Pig","training","6","c(6, 0, 0)","mammals","fruits","vehicles","truck","apple","cat","cat","apple","item_m","fruits",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"826","distribution",4,"Pig","test","choice","c(6, 0, 0)","mammals","fruits","vehicles","dog","pineapple","airplane",NA,"pineapple","item_m","fruits",NA,0,1,0,"fruits",1,"b07ad860259d7b63232a521d4b319ab0"
"827","distribution",5,"Tiger","training","1","c(4, 2, 0)","fruits","vehicles","instruments","grapes","motorbike","piano","grapes","grapes","item_l","fruits",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"828","distribution",5,"Tiger","training","2","c(4, 2, 0)","fruits","vehicles","instruments","car","banana","drum","car","banana","item_m","fruits",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"829","distribution",5,"Tiger","training","3","c(4, 2, 0)","fruits","vehicles","instruments","train","pineapple","flute","train","flute","item_r","instruments",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"830","distribution",5,"Tiger","training","4","c(4, 2, 0)","fruits","vehicles","instruments","violin","boat","strawberry","strawberry","strawberry","item_r","fruits",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"831","distribution",5,"Tiger","training","5","c(4, 2, 0)","fruits","vehicles","instruments","truck","xylophone","melon","melon","melon","item_r","fruits",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"832","distribution",5,"Tiger","training","6","c(4, 2, 0)","fruits","vehicles","instruments","airplane","trumpet","orange","orange","orange","item_r","fruits",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"833","distribution",5,"Tiger","test","choice","c(4, 2, 0)","fruits","vehicles","instruments","bus","guitar","apple",NA,"apple","item_r","fruits",NA,1,0,0,"fruits",1,"b07ad860259d7b63232a521d4b319ab0"
"834","distribution",6,"Bear","training","1","c(4, 2, 0)","vehicles","instruments","furniture","trumpet","truck","stool","truck","trumpet","item_l","instruments",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"835","distribution",6,"Bear","training","2","c(4, 2, 0)","vehicles","instruments","furniture","train","drawer","guitar","guitar","drawer","item_m","furniture",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"836","distribution",6,"Bear","training","3","c(4, 2, 0)","vehicles","instruments","furniture","drum","car","table","car","table","item_r","furniture",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"837","distribution",6,"Bear","training","4","c(4, 2, 0)","vehicles","instruments","furniture","flute","lamp","bus","bus","flute","item_l","instruments",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"838","distribution",6,"Bear","training","5","c(4, 2, 0)","vehicles","instruments","furniture","airplane","sofa","xylophone","xylophone","xylophone","item_r","instruments",1,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"839","distribution",6,"Bear","training","6","c(4, 2, 0)","vehicles","instruments","furniture","bed","boat","piano","boat","piano","item_r","instruments",0,NA,NA,NA,NA,NA,"b07ad860259d7b63232a521d4b319ab0"
"840","distribution",6,"Bear","test","choice","c(4, 2, 0)","vehicles","instruments","furniture","closet","violin","motorbike",NA,"violin","item_m","instruments",NA,0,1,0,"instruments",1,"b07ad860259d7b63232a521d4b319ab0"
